课程名,学分,主讲教师,上课时间,开课院系,掉课率
世界现当代陶艺理论及创作,3,白明,3-3(12-15周);5-4(12-15周),美术学院,45.25
重彩绘画语言表现与研究,2,叶健,1-3(1-2周);3-4(1-2周);3-4(3周),美术学院,36.19
间接表达——版画本体语言,3,付斌,2-3(10-12周);1-4(10-12周),美术学院,49.0
中国传统文化中的生态观,2,黄艳,3-4(5-8周);3-3(5-8周);5-6(5-8周),美术学院,45.93
艺术管理学原理,2,谢伟,2-4(后八周);2-3(后八周),美术学院,43.32
手工纸媒介艺术实践,2,原博,4-1(9-10周);1-2(9-10周),美术学院,42.48
面向设计应用的人工智能基础,2,焦阳,1-4(1-4周);1-3(1-4周);3-3(1-4周),美术学院,92.1
专业实践(1),3,张月,6-4(1-4周);6-3(1-4周);3-3(1-4周),美术学院,41.67
交互艺术设计研究,2,师丹青,2-4(后八周);2-3(后八周),美术学院,45.25
艺术设计方法研究,2,唐林涛,3-4(9-12周);3-3(9-12周),美术学院,49.65
工程项目环境影响评价,2,李小冬,4-6(1-11周),建管系,31.22
房地产投资项目评估与案例研究,2,刘洪玉,2-2(全周),建管系,38.02
房地产投资,2,吴璟,5-4(后八周);5-3(后八周),建管系,38.88
定量分析理论、技术与工具,3,陈嘉宇,3-2(全周),建管系,40.43
灾害模拟与仿真,3,张辉,"6-4(2,4,6周);6-3(2,4,6周)",安全学院,39.65
人员疏散与个体防护技术,2,翁文国,2-1(全周),安全学院,13.6
应急演练设计与推演,1,王飞,7-4(5周);7-3(5周);7-2(5周),安全学院,43.09
脑影像数据分析,2,严超赣,5-4(全周),心理系,16.51
全球尺度下的环境健康问题,3,底骞,2-4(全周);2-3(全周),卫健学院,31.85
公共卫生伦理学,2,李志徽,(前八周),卫健学院,43.63
公共卫生法学概论,2,张怡,1-2(全周),卫健学院,41.76
心理健康与公共卫生,2,陈润森,3-3(全周),卫健学院,33.36
健康行为学：理论、研究及应用,2,罗思童,3-2(全周),卫健学院,10.06
财务报告与分析,1,JakeCohen,(12-13周),苏世民书院,41.73
中外商业可持续发展领导力,2,KECKELIZA…,"3-1(1-4,6-9周);1-1(1-4,6-9周)",苏世民书院,32.5
领导者的谈判技巧,1,JONESEMILY,(6-8周),苏世民书院,42.88
中国政治制度,2,孟天广,"2-1(1-4,6-9周);4-1(1-4,6-9周)",苏世民书院,30.07
公共组织领导力,2,VANWA…,"2-1(1-4,6-9周);4-1(1-4,6-9周)",苏世民书院,41.85
清洁能源转型,1,DavidSa…,(12-13周),苏世民书院,43.97
中国的科技政策与创新,2,SIMON…,"3-2(1-4,6-9周);1-2(1-4,6-9周)",苏世民书院,37.84
数字化社会与治理,1,CHENS…,"3-5(10,12-13周);5-5(13-16周)",苏世民书院,32.57
全球慈善,1,BERMAN…,1-2(10-13周);1-1(10-13周),苏世民书院,32.5
比较视角下的中国崛起,1,WALDER…,1-5(6-9周);3-5(6-9周),苏世民书院,37.91
国际组织中的领导力实践(英),1,UtherAn…,1-4(6-9周);3-4(6-9周),苏世民书院,30.44
中国与其它发展中国家的关系,1,查道炯,"2-2(1-4,6-9周)",苏世民书院,44.88
网络安全与全球事务,2,CARRM…,"1-5(1-4,6-9周);3-5(1-4,6-9周)",苏世民书院,41.64
资源管理与可持续发展前沿研究,2,张达,3-2(前八周);3-1(前八周),核研院,40.1
核反应堆热工设计,2,解衡,2-2(全周),核研院,46.35
高温气冷堆技术,2,李富,1-3(全周),核研院,32.83
核电厂系统及设备,2,李晓伟,1-6(全周),核研院,46.92
核电厂运行与控制,2,董哲,1-2(全周),核研院,36.5
能源材料化学,2,徐宏,5-3(全周),核研院,46.95
微处理器结构与设计,3,胡杨,1-6(全周),集成电路学院,49.57
VLSI数字信号处理,2,刘雷波,1-3(全周),集成电路学院,31.36
集成微系统,2,王喆垚,4-1(全周),集成电路学院,30.73
电源管理集成电路,2,刘效森,1-1(全周),集成电路学院,37.18
电源管理集成电路,2,唐仙,"2-2(1-10,15周)",集成电路学院,37.3
异步电路设计,2,陈虹,2-3(全周),集成电路学院,45.08
学位与研究生教育专题研究,2,王传毅,2-6(1-12周),教研院,41.4
高等教育哲学,2,石中英,4-2(全周),教研院,42.86
全球化与中国教育治理,2,罗燕,3-2(全周),教研院,32.5
教育大数据与学习行为分析,2,郭菲,3-6(全周),教研院,49.9
教育政策分析,2,王传毅,4-6(1-12周),教研院,48.94
未来教育与学习前沿,2,张羽,"1-3(1-10,16周);1-4(1-15周)",教研院,19.68
习近平总书记教育重要论述,2,石中英,3-3(全周),教研院,30.63
工程人才创新能力发展,2,余继,2-3(全周),教研院,44.23
职业能力拓展训练,1,魏强强,2-3(前八周),学生部,42.99
职业能力拓展训练,1,张饶,2-4(前八周),学生部,35.3
职业能力拓展训练,1,潘瑞浩,5-4(后八周),学生部,43.7
职业能力拓展训练,1,张杨,2-4(后八周),学生部,43.54
文献检索与论文写作,1,曾晓牧,2-4(3-8周),图书馆,33.92
文献检索与论文写作,1,杨余久,"5-4(1-6,8-9周)",图书馆,39.37
文献检索与论文写作,1,王智,4-2(后八周),图书馆,36.12
文献检索与论文写作,1,YINZHE…,3-1(后八周),图书馆,30.05
文献检索与论文写作,1,姜楠,2-2(9-12周);2-1(9-12周),图书馆,32.01
文献检索与论文写作,1,吴悠,"6-1(9,12-13,15周);6-2(1-16周)",图书馆,48.67
文献检索与论文写作,1,周栋,3-2(前八周),图书馆,40.0
新能源技术导论,3,王自强,5-2(全周),深研生院,39.3
信息与通信技术,2,董宇涵,2-2(全周),深研生院,35.55
基因组学和生物信息学,2,蓝勋,5-3(后八周);1-4(后八周),基础医学院,30.13
心脏外科学,3,张明奎,5-6(全周),医学院,40.88
神经工程原理,2,洪波,5-2(全周),生医工程学院,10.17
妇产科学的进展,2,张蕾,2-5(全周),医学院,40.96
天然产物和药物分子设计与合成,2,唐叶峰,3-2(全周),药学院,16.21
医学物理和物理治疗,3,何宏辉,3-2(全周),国际研究生院,43.28
医学物理和物理治疗,3,何宏辉,4-2(全周),国际研究生院,45.51
高端分析仪器,2,孙树清,2-4(前八周);2-3(前八周),国际研究生院,41.22
干细胞与再生医学进展,1,WUYAO…,3-3(9-13周);3-4(9-13周),国际研究生院,36.11
脑机接口与脑电信号处理,1,高小榕,3-2(前八周),生医工程学院,40.43
病毒结构生物学概论,2,向烨,2-2(后八周);4-2(后八周),基础医学院,12.34
文献分析与批判性思维培养,2,DAVIDC…,5-3(全周),基础医学院,41.41
血管外科学,3,李雷,7-2(全周);7-1(全周),医学院,19.35
腔内血管外科学进展,3,李雷,7-4(全周);7-3(全周),医学院,15.47
健康传播,2,陈梁,(全周),医学院,40.03
卫生事业管理,3,王思九,1-4(前八周);1-3(前八周),卫健学院,17.48
妇科肿瘤新进展,3,廖秦平,3-6(全周);3-5(全周),医学院,33.09
现代数字信号处理,3,罗建文,1-2(全周),生医工程学院,45.25
微纳生物医学前沿,3,刘鹏,2-2(全周),生医工程学院,10.1
实用呼吸生理学,3,叶京英,4-4(全周);4-3(全周),医学院,19.63
黏膜与区域免疫学,2,郭晓欢,5-3(前八周);2-3(前八周),基础医学院,44.22
光学显微成像基本原理,2,郭增才,2-4(前八周);2-3(前八周),基础医学院,11.05
医疗健康经济学与政策,3,冯润桓,(单周),卫健学院,43.72
全球视角下的环境健康问题,3,底骞,(前八周),卫健学院,38.8
临床麻醉高级监测,1,张欢,4-5(前八周),医学院,44.56
医学影像学进展,2,郑卓肇,3-6(前八周);3-5(前八周),医学院,41.32
微创外科的理论与实践,3,闫军,1-6(全周),医学院,36.94
生殖医学与产前诊断,2,谢兰,(全周),医学院,34.68
全科医学,1,王仲,(后八周),医学院,44.87
儿科学,5,晁爽,(全周),医学院,35.86
耳鼻咽喉科学,2,叶京英,(全周),医学院,42.57
传染病学,2,魏来,(全周),医学院,31.32
麻醉学,2,张欢,(后八周),医学院,32.4
中医学,3,冯兴中,(全周),医学院,47.28
精神病学,2,冯坤,(全周),医学院,48.24
口腔医学,1,吕娇,(后八周),医学院,36.83
急诊医学,2,陈旭岩,(全周),医学院,44.68
重症医学,1,陈旭岩,(全周),医学院,43.49
老年医学,1,张改改,(全周),医学院,37.32
康复医学,1,潘钰,(全周),医学院,38.03
呼吸系统,5,牟向东,(前八周),医学院,48.11
消化系统,5,任渝棠,(后八周),医学院,31.69
血液系统,4,李利红,(后八周),医学院,35.45
免疫与防御系统,4,赵邑,(后八周),医学院,46.16
循环系统,6,张萍,(前八周),医学院,41.81
药品监管和质量科学概述,2,杨悦,1-2(前八周);1-1(前八周),药学院,12.63
代谢组分析(代谢组学和代…,1,胡泽平,2-4(前八周),药学院,10.32
AI制药方法与实践,3,田博学,2-2(全周),药学院,80.63
合成生物学与医药应用,2,张数一,5-2(全周),药学院,18.17
生物医学工程前沿动态讲座,2,廖洪恩,1-4(后八周);1-3(后八周),生医工程学院,11.69
软件项目管理,2,高跃,3-4(全周),软件学院,35.33
计算机辅助几何造型,3,雍俊海,5-4(全周);5-3(全周),软件学院,85.28
真实感渲染技术,2,徐枫,2-1(全周),软件学院,30.33
数据集成,2,宋韶旭,2-4(前八周);2-3(前八周),软件学院,37.31
企业IT架构管理,2,高跃,(前八周),软件学院,48.52
业务流程与资产管理,3,赵曦滨,(全周),软件学院,38.0
下一代互联网及其安全,2,任罡,5-2(全周),网络研究院,46.59
网络入侵检测,2,王之梁,3-3(全周),网络研究院,39.72
网络路由协议及其安全,2,王旸旸,1-3(全周),网络研究院,48.94
公钥密码算法实现,2,樊海宁,4-2(全周),网络研究院,41.4
无线与移动网络安全,3,李元杰,3-2(全周),网络研究院,49.11
机器学习安全,3,邱寒,1-2(全周),网络研究院,96.78
云计算与大数据安全,2,王龙,5-4(全周),网络研究院,38.45
天地一体化网络及其安全,2,赖泽祺,5-3(全周),网络研究院,34.99
印度宗教研究,1,姜景奎,2-4(前八周),地区研究院,30.5
航空发动机控制与健康管理系统设计,3,HUJOH…,2-2(全周),航发院,34.15
航空发动机试验与测试技术,3,娄方远,1-2(全周),航发院,48.17
双有理几何(2),2,BIRKAR…,5-3(全周),求真书院,15.93
几何与拓扑专题,3,GUOHAO,1-2(全周),求真书院,11.59
代数与数论专题,3,刁晗生,3-2(全周),求真书院,10.16
复几何,4,FUTAKIAKI…,3-4(全周);5-4(全周),求真书院,12.92
概率论(2),3,吴昊,1-2(全周),求真书院,45.02
概率论(2),3,杨帆,4-2(全周),求真书院,19.32
流体力学,3,刘爽,1-6(全周),求真书院,10.24
机器学习理论,4,AVILESRI…,3-3(全周);2-3(全周),求真书院,19.51
分析与偏微分方程专题(1),3,荆文甲,2-2(全周),求真书院,14.04
代数表示论,3,邱宇,3-1(1-12周);1-4(1-12周),求真书院,11.49
代数几何专题,3,DONOVAN…,4-2(全周),求真书院,18.95
卡茨-穆迪代数,4,VlaarBart…,3-1(全周);2-4(全周),求真书院,15.85
量子场论(2),3,RODINALA…,5-2(全周),求真书院,16.99
数学物理专题,4,ALLEGRETTI…,3-3(全周);2-3(全周),求真书院,13.88
引力理论专题,3,ANDERSSON…,2-4(全周);2-3(全周),求真书院,19.89
分析力学,3,王军涛,4-2(全周),求真书院,18.27
量子物理,3,徐锋军,5-6(全周),求真书院,15.76
矩阵分析选讲,3,吴劲松,4-2(全周),求真书院,16.8
高性能计算与人工智能应用,3,甘霖,2-2(全周),求真书院,18.18
反问题的理论与应用,3,邱凌云,1-2(全周),求真书院,18.77
代数群,4,徐斌,5-4(全周);2-1(全周),求真书院,10.4
阿贝尔簇,3,盛茂,2-2(全周),求真书院,17.19
代数数论的问题与解决,2,SHIMIZUKOJI,5-1(全周),求真书院,17.3
岩泽理论,2,万昕,1-3(全周),求真书院,10.81
遍历论,3,PERESYUV…,4-2(全周),求真书院,14.99
李超代数,2,MCRAERO…,5-1(全周),求真书院,14.92
伪全纯曲线简介,3,FUKAYAKE…,2-1(1-12周);4-1(1-12周),求真书院,15.56
弦理论II,3,张其明,3-6(全周),求真书院,11.14
应用代数拓扑(1),3,吴杰,5-2(全周),求真书院,14.63
量子算法,3,刘锦鹏,2-6(全周),求真书院,16.62
机器智能,3,王雅晴,1-4(全周);1-3(全周),求真书院,17.84
自然语言理解,3,孙明明,5-2(全周),求真书院,12.35
电动力学,3,崔嵬,1-2(全周),求真书院,15.03
统计计算,3,吴宇楠,3-2(全周),求真书院,16.48
统计力学中的二聚体模型,3,RESHETIKHIN…,2-2(全周),求真书院,10.65
数理金融学,3,韩立岩,1-2(全周),求真书院,12.18
金融工程与衍生品市场,3,汤珂,3-2(全周),求真书院,18.39
随机分析理论简介,3,FUNAKITADA…,2-1(1-12周);1-3(1-12周),求真书院,18.58
量子信息科学的物理原理,3,DINGDAWEI,4-6(全周),求真书院,18.97
泰西米勒理论(2),3,MARKOVICV…,5-3(1-12周);3-2(1-12周),求真书院,16.82
双曲方程的渐近分析,3,NICOLASJea…,1-4(1-12周);3-4(1-12周),求真书院,14.26
深度学习,3,HUGUOQING,3-2(全周),求真书院,11.05
人工智能中的优化方法,3,牛一帅,1-2(1-12周);3-4(1-12周),求真书院,17.89
跨领域工程技术创新理论和实践,2,孙凯,"7-4(3,8周);7-3(3,8周);7-3(3,8周)",工程师学院,42.01
跨领域工程创新：方法与实践,2,刘彬,5-4(全周),工程师学院,31.0
医学法律与社会问题,2,陈旭岩,(全周),医学院,35.8
脑疾病的神经科学问题研究,3,杨学军,4-4(全周);4-3(全周),医学院,17.81
高级临床沟通,1,晁爽,(全周),医学院,31.83
问诊查体强化训练,1,冯莉莉,(全周),医学院,41.26
治疗学原理与实践,2,董家鸿,(全周),医学院,32.81
临床肿瘤学,1,李雁,(全周),医学院,35.73
眼科学,2,WONG…,(全周),医学院,48.68
外科总论-2,1,罗斌,(全周),医学院,36.21
肿瘤微环境，转移及代谢,2,BASNET…,1-3(全周),基础医学院,11.86
微创脑机接口导论,2,ZHANG…,5-4(后八周);5-3(后八周),生医工程学院,11.85
创新生物医药技术的研发和临床转化策略,2,马恺,2-3(全周),生医工程学院,16.5
科学实验分析,2,刘乐,3-1(全周),国际研究生院,34.5
互动媒体心理学,1,倪士光,3-2(后八周),国际研究生院,44.37
量子光学,3,程雪岷,4-2(6-13周);1-2(6-13周),国际研究生院,46.1
工程测量系统,2,王晓浩,1-3(全周),国际研究生院,41.88
仓储系统建模与分析,3,杨朋,1-2(前八周);3-4(前八周),国际研究生院,49.08
成像光学,3,苏萍,3-2(后八周);5-2(后八周),国际研究生院,39.49
视觉设计原理及应用,2,孙兴,3-4(后八周);3-3(后八周),国际研究生院,49.6
互动媒体(游戏)设计进阶,2,孙兴,2-2(1-11周),国际研究生院,34.53
叙事表达,2,聂晓梅,2-4(前八周);2-3(前八周),国际研究生院,36.52
水环境修复工程学,2,郭浩,3-3(前八周);2-4(前八周),国际研究生院,34.24
游戏运营,2,孙兴,3-4(前八周);3-3(前八周),国际研究生院,39.06
MEMS加工工艺原理与实践,2,张旻,3-2(后八周);2-3(后八周),国际研究生院,48.79
氢能利用与燃料电池,2,干林,3-3(前八周);5-2(前八周),国际研究生院,44.29
大气污染控制案例分析,2,付晓,2-2(1-7周);6-4(4周);6-4(1-7周),国际研究生院,34.18
生物组织物理模型与医学应用,2,曾楠,5-2(全周),国际研究生院,41.85
动作捕捉技术原理及实践,2,孙兴,1-4(前八周);1-3(前八周),国际研究生院,37.04
多尺度材料设计与表征,3,温博华,"1-6(1-13周);4-6(9-10,11-13周)",国际研究生院,38.17
生态系统风险、管理和工程,3,CONVERTINO…,2-2(1-12周);3-2(1-12周),国际研究生院,40.36
功能有机框架材料,2,陈振,5-3(全周),国际研究生院,38.22
微纳电磁材料,3,宋清华,5-2(全周),国际研究生院,31.23
化工原理及海洋应用,2,YINZHENYUAN,4-1(全周),国际研究生院,43.97
系统生态学基础,2,蔡中华,3-6(全周),国际研究生院,30.4
海洋油气管道工程,2,王恩浩,3-2(前八周);2-2(前八周),国际研究生院,31.74
海洋大气数值模拟,2,陈胜利,4-1(前八周);2-1(前八周),国际研究生院,43.25
流固耦合方法与仿真,2,曹顺翔,4-2(前八周);5-2(前八周),国际研究生院,34.34
机器学习及在城市大数据分析中的应用,2,张一,3-2(全周),国际研究生院,81.9
系统生物学前沿,2,刘晓,3-3(4-14周);3-4(5-14周),国际研究生院,31.33
能源与大气环境,2,洪朝鹏,5-3(前八周);2-4(前八周),国际研究生院,35.69
海上风电优化,2,沈欣炜,5-2(全周),国际研究生院,37.19
互动媒体中国故事实践,2,孙兴,(14-16周),国际研究生院,44.27
高级微处理器设计,3,谭章熹,6-3(全周);3-6(全周),国际研究生院,37.13
非线性控制原理与应用,2,任政儒,2-6(全周),国际研究生院,43.12
无线光通信技术,3,关迅,3-4(全周);3-3(全周),国际研究生院,40.6
强化学习,2,唐彦嵩,4-2(1-11周),国际研究生院,43.53
半导体器件,3,任磊,2-4(全周);2-3(全周),国际研究生院,43.94
基于图像的药物发现:从实验到临床应用,2,TATSUHISA…,1-4(12-15周);1-3(12-15周),国际研究生院,31.66
有机半导体的光物理性质,3,SafakathKa…,1-2(前八周);3-2(前八周),国际研究生院,49.95
材料基因工程与大科学装置,2,柳明,4-2(全周),国际研究生院,43.14
海洋天然气水合物前沿进展,2,訾牧聪,"5-2(9-12,14-15周);4-2(9-12,14-15周)",国际研究生院,44.44
海水资源综合利用,2,陈谦,1-4(全周),国际研究生院,45.75
建筑能源系统与数据分析,2,林冠婧,1-2(全周),国际研究生院,31.39
生态与环境科学的实地调查,2,AnaRitaPe…,"4-2(1-4,6-7,9-10周);6-2(1-4,6-7,9-10周)",国际研究生院,30.36
环境、社会和治理(ESG)可持续发展评估,3,JongMuiC…,1-4(前八周);1-3(前八周),国际研究生院,48.38
设计到生产：机器人组装,2,PeterBus,3-3(全周),国际研究生院,37.68
未来人居研究,2,PeterJohn…,2-2(1-4周);4-2(1-4周);3-2(1-4周),国际研究生院,36.1
预测性机器学习,3,LIYANG,3-2(全周),国际研究生院,91.24
物理纳米器件和微系统的数值仿真,2,董恺琛,3-4(全周),国际研究生院,49.8
高等环境微生物学,3,杨云锋,4-1(前八周);6-4(5-8周),国际研究生院,34.98
环境管理及案例分析,2,郭浩,3-6(前八周);2-3(前八周),国际研究生院,47.73
计算系统生物学实验,2,李斐然,5-4(9-12周);5-3(9-12周),国际研究生院,42.23
化学药物发现的原理与实验(英),3,王润铭,1-3(1-12周);3-4(1-12周),国际研究生院,32.12
海洋建筑材料原理及应用,2,AvikKu…,7-2(1周);2-3(3-6周);3-4(7-15周),国际研究生院,34.79
